caseid,time,activity
-1,0,null_start_simulation
-1,0,start_simulation
1,61,arrival
1,61,join_queue
1,61,begin_service
2,70,arrival
2,70,join_queue
2,70,begin_service
3,115,arrival
3,115,join_queue
2,130,end_service
3,130,begin_service
1,216,end_service
4,265,arrival
4,265,join_queue
4,265,begin_service
4,325,end_service
3,430,end_service
5,479,arrival
5,479,join_queue
5,479,begin_service
6,487,arrival
6,487,join_queue
6,487,begin_service
7,525,arrival
7,525,join_queue
5,539,end_service
7,539,begin_service
6,573,end_service
8,637,arrival
8,637,join_queue
8,637,begin_service
9,700,arrival
9,700,join_queue
7,703,end_service
9,703,begin_service
8,752,end_service
9,778,end_service
10,864,arrival
10,864,join_queue
10,864,begin_service
10,924,end_service
11,1016,arrival
11,1016,join_queue
11,1016,begin_service
12,1025,arrival
12,1025,join_queue
12,1025,begin_service
13,1048,arrival
13,1048,join_queue
14,1053,arrival
14,1053,join_queue
12,1085,end_service
13,1085,begin_service
11,1119,end_service
14,1119,begin_service
15,1169,arrival
15,1169,join_queue
16,1180,arrival
16,1180,join_queue
17,1213,arrival
17,1213,join_queue
13,1225,end_service
15,1225,begin_service
14,1258,end_service
16,1258,begin_service
15,1285,end_service
17,1285,begin_service
18,1287,arrival
18,1287,join_queue
19,1304,arrival
19,1304,join_queue
16,1318,end_service
18,1318,begin_service
17,1345,end_service
19,1345,begin_service
19,1476,end_service
20,1539,arrival
20,1539,join_queue
20,1539,begin_service
18,1571,end_service
21,1592,arrival
21,1592,join_queue
21,1592,begin_service
22,1621,arrival
22,1621,join_queue
20,1634,end_service
22,1634,begin_service
23,1661,arrival
23,1661,join_queue
21,1691,end_service
23,1691,begin_service
22,1694,end_service
23,1751,end_service
24,1801,arrival
24,1801,join_queue
24,1801,begin_service
25,1863,arrival
25,1863,join_queue
25,1863,begin_service
26,1914,arrival
26,1914,join_queue
27,1943,arrival
27,1943,join_queue
25,1959,end_service
26,1959,begin_service
28,1990,arrival
28,1990,join_queue
26,2019,end_service
27,2019,begin_service
24,2101,end_service
28,2101,begin_service
28,2161,end_service
29,2209,arrival
29,2209,join_queue
29,2209,begin_service
30,2293,arrival
30,2293,join_queue
27,2319,end_service
30,2319,begin_service
31,2354,arrival
31,2354,join_queue
32,2368,arrival
32,2368,join_queue
30,2379,end_service
31,2379,begin_service
29,2399,end_service
32,2399,begin_service
32,2459,end_service
33,2535,arrival
33,2535,join_queue
33,2535,begin_service
31,2578,end_service
33,2700,end_service
34,2770,arrival
34,2770,join_queue
34,2770,begin_service
34,2830,end_service
35,2927,arrival
35,2927,join_queue
35,2927,begin_service
36,2938,arrival
36,2938,join_queue
37,2938,arrival
36,2938,begin_service
37,2938,join_queue
38,2957,arrival
38,2957,join_queue
35,2987,end_service
37,2987,begin_service
39,3027,arrival
39,3027,join_queue
37,3047,end_service
38,3047,begin_service
36,3057,end_service
39,3057,begin_service
40,3086,arrival
40,3086,join_queue
41,3089,arrival
41,3089,join_queue
42,3141,arrival
42,3141,join_queue
39,3215,end_service
40,3215,begin_service
40,3275,end_service
41,3275,begin_service
38,3285,end_service
42,3285,begin_service
43,3322,arrival
43,3322,join_queue
41,3335,end_service
43,3335,begin_service
44,3498,arrival
44,3498,join_queue
42,3585,end_service
44,3585,begin_service
45,3593,arrival
45,3593,join_queue
43,3635,end_service
45,3635,begin_service
46,3691,arrival
46,3691,join_queue
47,3728,arrival
47,3728,join_queue
48,3744,arrival
48,3744,join_queue
44,3769,end_service
46,3769,begin_service
45,3808,end_service
47,3808,begin_service
49,3809,arrival
49,3809,join_queue
50,3835,arrival
50,3835,join_queue
51,3861,arrival
51,3861,join_queue
47,3868,end_service
48,3868,begin_service
46,3905,end_service
49,3905,begin_service
52,3952,arrival
52,3952,join_queue
53,3963,arrival
53,3963,join_queue
49,3965,end_service
50,3965,begin_service
54,3970,arrival
54,3970,join_queue
48,4000,end_service
51,4000,begin_service
55,4009,arrival
55,4009,join_queue
50,4025,end_service
52,4025,begin_service
51,4060,end_service
53,4060,begin_service
52,4097,end_service
54,4097,begin_service
56,4122,arrival
56,4122,join_queue
57,4157,arrival
57,4157,join_queue
53,4208,end_service
55,4208,begin_service
58,4265,arrival
58,4265,join_queue
55,4268,end_service
56,4268,begin_service
59,4291,arrival
59,4291,join_queue
54,4360,end_service
57,4360,begin_service
60,4390,arrival
60,4390,join_queue
56,4412,end_service
58,4412,begin_service
57,4443,end_service
59,4443,begin_service
61,4454,arrival
61,4454,join_queue
59,4504,end_service
60,4504,begin_service
62,4518,arrival
62,4518,join_queue
58,4566,end_service
61,4566,begin_service
63,4589,arrival
63,4589,join_queue
64,4612,arrival
64,4612,join_queue
65,4641,arrival
65,4641,join_queue
60,4655,end_service
62,4655,begin_service
61,4672,end_service
63,4672,begin_service
62,4715,end_service
64,4715,begin_service
66,4730,arrival
66,4730,join_queue
67,4743,arrival
67,4743,join_queue
68,4745,arrival
68,4745,join_queue
63,4755,end_service
65,4755,begin_service
65,4845,end_service
66,4845,begin_service
69,4854,arrival
69,4854,join_queue
70,4994,arrival
70,4994,join_queue
64,5015,end_service
67,5015,begin_service
71,5031,arrival
71,5031,join_queue
72,5066,arrival
72,5066,join_queue
67,5075,end_service
68,5075,begin_service
66,5076,end_service
69,5076,begin_service
68,5135,end_service
70,5135,begin_service
70,5195,end_service
71,5195,begin_service
69,5208,end_service
72,5208,begin_service
73,5251,arrival
73,5251,join_queue
71,5255,end_service
73,5255,begin_service
74,5313,arrival
74,5313,join_queue
72,5315,end_service
75,5315,arrival
75,5315,join_queue
74,5315,begin_service
76,5346,arrival
76,5346,join_queue
77,5364,arrival
77,5364,join_queue
78,5378,arrival
78,5378,join_queue
73,5464,end_service
75,5464,begin_service
74,5520,end_service
76,5520,begin_service
75,5524,end_service
77,5524,begin_service
79,5529,arrival
79,5529,join_queue
76,5580,end_service
78,5580,begin_service
80,5620,arrival
80,5620,join_queue
78,5640,end_service
79,5640,begin_service
81,5695,arrival
81,5695,join_queue
82,5697,arrival
82,5697,join_queue
79,5700,end_service
80,5700,begin_service
83,5747,arrival
83,5747,join_queue
80,5760,end_service
81,5760,begin_service
84,5785,arrival
84,5785,join_queue
77,5807,end_service
82,5807,begin_service
81,5820,end_service
83,5820,begin_service
85,5834,arrival
85,5834,join_queue
86,5853,arrival
86,5853,join_queue
82,5867,end_service
84,5867,begin_service
83,5880,end_service
85,5880,begin_service
87,5897,arrival
