caseid,time,activity
-1,0,null_start_simulation
-1,0,start_simulation
1,3,arrival
1,3,join_queue
1,3,begin_service
2,18,arrival
2,18,join_queue
2,18,begin_service
3,46,arrival
3,46,join_queue
4,102,arrival
4,102,join_queue
2,113,end_service
3,113,begin_service
1,130,end_service
4,130,begin_service
5,156,arrival
5,156,join_queue
3,173,end_service
5,173,begin_service
4,262,end_service
6,273,arrival
6,273,join_queue
6,273,begin_service
7,281,arrival
7,281,join_queue
8,332,arrival
8,332,join_queue
5,389,end_service
7,389,begin_service
9,421,arrival
9,421,join_queue
6,435,end_service
8,435,begin_service
7,449,end_service
9,449,begin_service
10,524,arrival
10,524,join_queue
11,577,arrival
11,577,join_queue
8,578,end_service
10,578,begin_service
12,621,arrival
12,621,join_queue
9,633,end_service
11,633,begin_service
10,638,end_service
12,638,begin_service
11,747,end_service
13,840,arrival
13,840,join_queue
13,840,begin_service
13,900,end_service
12,938,end_service
14,1019,arrival
14,1019,join_queue
14,1019,begin_service
15,1069,arrival
15,1069,join_queue
15,1069,begin_service
14,1079,end_service
16,1110,arrival
16,1110,join_queue
17,1110,arrival
16,1110,begin_service
17,1110,join_queue
18,1129,arrival
18,1129,join_queue
19,1142,arrival
19,1142,join_queue
20,1172,arrival
20,1172,join_queue
15,1204,end_service
17,1204,begin_service
21,1215,arrival
21,1215,join_queue
17,1264,end_service
18,1264,begin_service
18,1324,end_service
19,1324,begin_service
22,1344,arrival
22,1344,join_queue
16,1355,end_service
20,1355,begin_service
19,1384,end_service
21,1384,begin_service
20,1415,end_service
22,1415,begin_service
21,1444,end_service
23,1445,arrival
23,1445,join_queue
23,1445,begin_service
24,1485,arrival
24,1485,join_queue
23,1532,end_service
24,1532,begin_service
25,1535,arrival
25,1535,join_queue
26,1571,arrival
26,1571,join_queue
22,1585,end_service
25,1585,begin_service
27,1591,arrival
27,1591,join_queue
25,1645,end_service
28,1645,arrival
28,1645,join_queue
26,1645,begin_service
29,1655,arrival
29,1655,join_queue
26,1723,end_service
27,1723,begin_service
30,1728,arrival
30,1728,join_queue
31,1777,arrival
31,1777,join_queue
32,1792,arrival
32,1792,join_queue
33,1810,arrival
33,1810,join_queue
27,1820,end_service
28,1820,begin_service
24,1832,end_service
29,1832,begin_service
28,1880,end_service
30,1880,begin_service
34,1889,arrival
34,1889,join_queue
29,1892,end_service
31,1892,begin_service
31,2024,end_service
32,2024,begin_service
35,2110,arrival
35,2110,join_queue
36,2157,arrival
36,2157,join_queue
37,2166,arrival
37,2166,join_queue
30,2180,end_service
33,2180,begin_service
32,2237,end_service
34,2237,begin_service
34,2297,end_service
35,2297,begin_service
38,2312,arrival
38,2312,join_queue
33,2352,end_service
36,2352,begin_service
35,2467,end_service
37,2467,begin_service
36,2504,end_service
38,2504,begin_service
39,2510,arrival
39,2510,join_queue
40,2518,arrival
40,2518,join_queue
37,2527,end_service
39,2527,begin_service
41,2534,arrival
41,2534,join_queue
42,2553,arrival
42,2553,join_queue
43,2589,arrival
43,2589,join_queue
38,2595,end_service
40,2595,begin_service
39,2600,end_service
41,2600,begin_service
44,2602,arrival
44,2602,join_queue
45,2614,arrival
45,2614,join_queue
46,2648,arrival
46,2648,join_queue
40,2655,end_service
42,2655,begin_service
47,2687,arrival
47,2687,join_queue
42,2715,end_service
43,2715,begin_service
43,2784,end_service
44,2784,begin_service
48,2788,arrival
48,2788,join_queue
49,2843,arrival
49,2843,join_queue
50,2850,arrival
50,2850,join_queue
41,2900,end_service
45,2900,begin_service
45,2960,end_service
46,2960,begin_service
51,2987,arrival
51,2987,join_queue
44,2993,end_service
47,2993,begin_service
52,2997,arrival
52,2997,join_queue
53,3027,arrival
53,3027,join_queue
46,3033,end_service
48,3033,begin_service
54,3045,arrival
54,3045,join_queue
47,3053,end_service
49,3053,begin_service
49,3128,end_service
50,3128,begin_service
48,3151,end_service
51,3151,begin_service
50,3188,end_service
52,3188,begin_service
55,3196,arrival
55,3196,join_queue
51,3211,end_service
53,3211,begin_service
56,3231,arrival
56,3231,join_queue
53,3271,end_service
54,3271,begin_service
57,3277,arrival
57,3277,join_queue
58,3307,arrival
58,3307,join_queue
54,3331,end_service
55,3331,begin_service
59,3414,arrival
59,3414,join_queue
55,3434,end_service
56,3434,begin_service
52,3488,end_service
57,3488,begin_service
60,3508,arrival
60,3508,join_queue
61,3527,arrival
61,3527,join_queue
62,3538,arrival
62,3538,join_queue
63,3553,arrival
63,3553,join_queue
64,3568,arrival
64,3568,join_queue
57,3630,end_service
58,3630,begin_service
65,3631,arrival
65,3631,join_queue
56,3651,end_service
59,3651,begin_service
58,3690,end_service
60,3690,begin_service
59,3711,end_service
61,3711,begin_service
66,3783,arrival
61,3783,end_service
66,3783,join_queue
62,3783,begin_service
67,3790,arrival
67,3790,join_queue
62,3843,end_service
63,3843,begin_service
68,3854,arrival
68,3854,join_queue
60,3888,end_service
64,3888,begin_service
69,3908,arrival
69,3908,join_queue
64,3948,end_service
65,3948,begin_service
70,3956,arrival
70,3956,join_queue
71,3969,arrival
71,3969,join_queue
72,3995,arrival
72,3995,join_queue
73,4037,arrival
73,4037,join_queue
63,4070,end_service
66,4070,begin_service
74,4072,arrival
74,4072,join_queue
65,4122,end_service
67,4122,begin_service
75,4156,arrival
75,4156,join_queue
67,4182,end_service
68,4182,begin_service
76,4195,arrival
76,4195,join_queue
68,4245,end_service
69,4245,begin_service
77,4252,arrival
77,4252,join_queue
66,4291,end_service
70,4291,begin_service
69,4305,end_service
71,4305,begin_service
70,4354,end_service
72,4354,begin_service
72,4414,end_service
73,4414,begin_service
73,4474,end_service
74,4474,begin_service
74,4534,end_service
75,4534,begin_service
71,4578,end_service
76,4578,begin_service
78,4589,arrival
78,4589,join_queue
79,4624,arrival
79,4624,join_queue
76,4638,end_service
77,4638,begin_service
75,4706,end_service
78,4706,begin_service
77,4737,end_service
79,4737,begin_service
80,4747,arrival
80,4747,join_queue
81,4774,arrival
81,4774,join_queue
79,4797,end_service
80,4797,begin_service
78,4821,end_service
81,4821,begin_service
81,4900,end_service
82,5043,arrival
82,5043,join_queue
82,5043,begin_service
80,5097,end_service
82,5121,end_service
83,5162,arrival
83,5162,join_queue
83,5162,begin_service
84,5167,arrival
84,5167,join_queue
84,5167,begin_service
83,5222,end_service
85,5247,arrival
85,5247,join_queue
85,5247,begin_service
84,5293,end_service
86,5307,arrival
85,5307,end_service
86,5307,join_queue
