caseid,time,activity
-1,0,null_start_simulation
-1,0,start_simulation
1,111,arrival
1,111,join_queue
1,111,begin_service
2,182,arrival
2,182,join_queue
2,182,begin_service
2,255,end_service
3,262,arrival
3,262,join_queue
3,262,begin_service
4,321,arrival
4,321,join_queue
3,322,end_service
4,322,begin_service
5,339,arrival
5,339,join_queue
6,374,arrival
6,374,join_queue
7,395,arrival
7,395,join_queue
1,411,end_service
5,411,begin_service
5,471,end_service
6,471,begin_service
6,531,end_service
7,531,begin_service
8,570,arrival
8,570,join_queue
4,594,end_service
8,594,begin_service
9,599,arrival
9,599,join_queue
8,722,end_service
9,722,begin_service
10,805,arrival
10,805,join_queue
11,815,arrival
11,815,join_queue
7,831,end_service
10,831,begin_service
12,855,arrival
12,855,join_queue
10,891,end_service
11,891,begin_service
13,948,arrival
13,948,join_queue
9,949,end_service
12,949,begin_service
14,982,arrival
14,982,join_queue
11,995,end_service
13,995,begin_service
15,1033,arrival
15,1033,join_queue
13,1071,end_service
14,1071,begin_service
16,1111,arrival
16,1111,join_queue
17,1175,arrival
17,1175,join_queue
12,1200,end_service
15,1200,begin_service
18,1203,arrival
18,1203,join_queue
19,1287,arrival
19,1287,join_queue
20,1308,arrival
20,1308,join_queue
21,1313,arrival
21,1313,join_queue
14,1329,end_service
16,1329,begin_service
15,1342,end_service
17,1342,begin_service
16,1389,end_service
18,1389,begin_service
22,1412,arrival
22,1412,join_queue
23,1526,arrival
23,1526,join_queue
17,1553,end_service
19,1553,begin_service
24,1561,arrival
24,1561,join_queue
25,1575,arrival
25,1575,join_queue
26,1592,arrival
26,1592,join_queue
18,1603,end_service
20,1603,begin_service
19,1613,end_service
21,1613,begin_service
20,1663,end_service
22,1663,begin_service
27,1667,arrival
27,1667,join_queue
21,1673,end_service
23,1673,begin_service
28,1720,arrival
28,1720,join_queue
22,1723,end_service
24,1723,begin_service
29,1766,arrival
29,1766,join_queue
24,1783,end_service
25,1783,begin_service
30,1827,arrival
30,1827,join_queue
31,1835,arrival
31,1835,join_queue
23,1841,end_service
26,1841,begin_service
25,1843,end_service
27,1843,begin_service
32,1909,arrival
32,1909,join_queue
27,1922,end_service
28,1922,begin_service
28,1982,end_service
29,1982,begin_service
33,1992,arrival
33,1992,join_queue
26,2058,end_service
30,2058,begin_service
29,2071,end_service
31,2071,begin_service
34,2074,arrival
34,2074,join_queue
30,2118,end_service
32,2118,begin_service
32,2178,end_service
33,2178,begin_service
31,2183,end_service
35,2183,arrival
35,2183,join_queue
34,2183,begin_service
36,2184,arrival
36,2184,join_queue
34,2243,end_service
35,2243,begin_service
35,2351,end_service
36,2351,begin_service
37,2359,arrival
37,2359,join_queue
33,2367,end_service
37,2367,begin_service
37,2427,end_service
36,2450,end_service
38,2493,arrival
38,2493,join_queue
38,2493,begin_service
39,2554,arrival
39,2554,join_queue
39,2554,begin_service
38,2600,end_service
39,2614,end_service
40,2634,arrival
40,2634,join_queue
40,2634,begin_service
41,2675,arrival
41,2675,join_queue
41,2675,begin_service
42,2679,arrival
42,2679,join_queue
41,2755,end_service
42,2755,begin_service
43,2760,arrival
43,2760,join_queue
42,2815,end_service
43,2815,begin_service
40,2829,end_service
43,2875,end_service
44,2885,arrival
44,2885,join_queue
44,2885,begin_service
44,2945,end_service
45,2950,arrival
45,2950,join_queue
45,2950,begin_service
45,3091,end_service
46,3176,arrival
46,3176,join_queue
46,3176,begin_service
47,3202,arrival
47,3202,join_queue
47,3202,begin_service
48,3219,arrival
48,3219,join_queue
46,3236,end_service
48,3236,begin_service
48,3327,end_service
47,3363,end_service
49,3376,arrival
49,3376,join_queue
49,3376,begin_service
50,3407,arrival
50,3407,join_queue
50,3407,begin_service
50,3467,end_service
51,3473,arrival
51,3473,join_queue
51,3473,begin_service
49,3512,end_service
51,3533,end_service
52,3591,arrival
52,3591,join_queue
52,3591,begin_service
53,3632,arrival
53,3632,join_queue
53,3632,begin_service
54,3636,arrival
54,3636,join_queue
55,3668,arrival
55,3668,join_queue
52,3682,end_service
54,3682,begin_service
53,3692,end_service
55,3692,begin_service
54,3743,end_service
56,3800,arrival
56,3800,join_queue
56,3800,begin_service
55,3814,end_service
57,3819,arrival
57,3819,join_queue
57,3819,begin_service
58,3828,arrival
58,3828,join_queue
56,3873,end_service
58,3873,begin_service
57,3907,end_service
59,3919,arrival
59,3919,join_queue
59,3919,begin_service
60,3935,arrival
60,3935,join_queue
61,3968,arrival
61,3968,join_queue
62,3991,arrival
62,3991,join_queue
63,4018,arrival
63,4018,join_queue
64,4033,arrival
64,4033,join_queue
65,4039,arrival
65,4039,join_queue
59,4044,end_service
60,4044,begin_service
58,4170,end_service
61,4170,begin_service
66,4218,arrival
66,4218,join_queue
67,4250,arrival
67,4250,join_queue
61,4284,end_service
62,4284,begin_service
60,4296,end_service
63,4296,begin_service
68,4297,arrival
68,4297,join_queue
62,4347,end_service
64,4347,begin_service
69,4360,arrival
69,4360,join_queue
63,4374,end_service
65,4374,begin_service
64,4414,end_service
66,4414,begin_service
66,4478,end_service
67,4478,begin_service
70,4493,arrival
70,4493,join_queue
71,4518,arrival
71,4518,join_queue
67,4538,end_service
68,4538,begin_service
72,4562,arrival
72,4562,join_queue
73,4566,arrival
73,4566,join_queue
68,4598,end_service
69,4598,begin_service
65,4623,end_service
70,4623,begin_service
74,4689,arrival
69,4689,end_service
74,4689,join_queue
71,4689,begin_service
70,4705,end_service
72,4705,begin_service
75,4718,arrival
75,4718,join_queue
76,4719,arrival
76,4719,join_queue
77,4722,arrival
77,4722,join_queue
71,4749,end_service
73,4749,begin_service
72,4765,end_service
74,4765,begin_service
78,4789,arrival
78,4789,join_queue
79,4804,arrival
79,4804,join_queue
73,4809,end_service
75,4809,begin_service
74,4825,end_service
76,4825,begin_service
80,4845,arrival
80,4845,join_queue
76,4885,end_service
77,4885,begin_service
81,4901,arrival
81,4901,join_queue
75,4962,end_service
78,4962,begin_service
77,5024,end_service
79,5024,begin_service
82,5102,arrival
82,5102,join_queue
79,5104,end_service
80,5104,begin_service
83,5106,arrival
83,5106,join_queue
78,5143,end_service
81,5143,begin_service
80,5174,end_service
82,5174,begin_service
84,5183,arrival
84,5183,join_queue
85,5205,arrival
85,5205,join_queue
81,5287,end_service
83,5287,begin_service
83,5347,end_service
84,5347,begin_service
86,5361,arrival
86,5361,join_queue
87,5375,arrival
87,5375,join_queue
82,5431,end_service
85,5431,begin_service
