caseid,time,activity
-1,0,null_start_simulation
-1,0,start_simulation
1,15,arrival
1,15,join_queue
1,15,begin_service
2,43,arrival
2,43,join_queue
2,43,begin_service
3,61,arrival
3,61,join_queue
4,63,arrival
4,63,join_queue
1,75,end_service
3,75,begin_service
5,84,arrival
5,84,join_queue
6,100,arrival
6,100,join_queue
2,103,end_service
4,103,begin_service
7,104,arrival
7,104,join_queue
8,116,arrival
8,116,join_queue
9,132,arrival
9,132,join_queue
4,184,end_service
5,184,begin_service
10,202,arrival
10,202,join_queue
11,237,arrival
11,237,join_queue
5,244,end_service
6,244,begin_service
3,290,end_service
7,290,begin_service
6,316,end_service
8,316,begin_service
7,350,end_service
9,350,begin_service
8,376,end_service
10,376,begin_service
10,451,end_service
11,451,begin_service
11,511,end_service
12,522,arrival
12,522,join_queue
12,522,begin_service
13,542,arrival
13,542,join_queue
14,563,arrival
14,563,join_queue
12,606,end_service
13,606,begin_service
9,611,end_service
14,611,begin_service
15,651,arrival
15,651,join_queue
16,652,arrival
16,652,join_queue
14,671,end_service
15,671,begin_service
17,701,arrival
17,701,join_queue
15,762,end_service
16,762,begin_service
13,771,end_service
17,771,begin_service
18,806,arrival
18,806,join_queue
16,822,end_service
18,822,begin_service
17,831,end_service
19,959,arrival
19,959,join_queue
19,959,begin_service
20,974,arrival
20,974,join_queue
21,979,arrival
21,979,join_queue
18,1100,end_service
20,1100,begin_service
20,1160,end_service
21,1160,begin_service
19,1185,end_service
21,1415,end_service
22,1468,arrival
22,1468,join_queue
22,1468,begin_service
23,1526,arrival
23,1526,join_queue
23,1526,begin_service
22,1553,end_service
23,1733,end_service
24,1737,arrival
24,1737,join_queue
24,1737,begin_service
25,1764,arrival
25,1764,join_queue
25,1764,begin_service
24,1797,end_service
26,1850,arrival
26,1850,join_queue
26,1850,begin_service
27,1933,arrival
27,1933,join_queue
26,1979,end_service
27,1979,begin_service
25,1992,end_service
28,2129,arrival
28,2129,join_queue
28,2129,begin_service
28,2189,end_service
27,2190,end_service
29,2222,arrival
29,2222,join_queue
29,2222,begin_service
30,2265,arrival
30,2265,join_queue
30,2265,begin_service
29,2282,end_service
31,2320,arrival
31,2320,join_queue
31,2320,begin_service
32,2349,arrival
32,2349,join_queue
31,2380,end_service
32,2380,begin_service
33,2399,arrival
33,2399,join_queue
34,2403,arrival
34,2403,join_queue
35,2440,arrival
35,2440,join_queue
36,2452,arrival
36,2452,join_queue
37,2492,arrival
37,2492,join_queue
38,2493,arrival
38,2493,join_queue
30,2524,end_service
33,2524,begin_service
39,2533,arrival
39,2533,join_queue
40,2679,arrival
40,2679,join_queue
32,2680,end_service
34,2680,begin_service
33,2700,end_service
35,2700,begin_service
41,2703,arrival
41,2703,join_queue
42,2766,arrival
42,2766,join_queue
43,2893,arrival
43,2893,join_queue
35,2928,end_service
36,2928,begin_service
34,2980,end_service
37,2980,begin_service
37,3040,end_service
38,3040,begin_service
36,3076,end_service
39,3076,begin_service
44,3104,arrival
44,3104,join_queue
38,3105,end_service
40,3105,begin_service
39,3136,end_service
41,3136,begin_service
45,3177,arrival
45,3177,join_queue
46,3241,arrival
46,3241,join_queue
47,3285,arrival
47,3285,join_queue
48,3302,arrival
48,3302,join_queue
40,3405,end_service
42,3405,begin_service
41,3436,end_service
43,3436,begin_service
42,3465,end_service
44,3465,begin_service
43,3501,end_service
45,3501,begin_service
49,3522,arrival
49,3522,join_queue
45,3564,end_service
46,3564,begin_service
46,3624,end_service
47,3624,begin_service
47,3684,end_service
48,3684,begin_service
50,3698,arrival
50,3698,join_queue
44,3703,end_service
49,3703,begin_service
51,3708,arrival
51,3708,join_queue
48,3760,end_service
50,3760,begin_service
49,3763,end_service
51,3763,begin_service
51,3823,end_service
50,3898,end_service
52,3922,arrival
52,3922,join_queue
52,3922,begin_service
53,3964,arrival
53,3964,join_queue
53,3964,begin_service
54,3983,arrival
54,3983,join_queue
52,4066,end_service
54,4066,begin_service
53,4080,end_service
55,4124,arrival
55,4124,join_queue
55,4124,begin_service
56,4151,arrival
56,4151,join_queue
57,4173,arrival
57,4173,join_queue
58,4237,arrival
58,4237,join_queue
59,4241,arrival
59,4241,join_queue
60,4243,arrival
60,4243,join_queue
61,4247,arrival
61,4247,join_queue
54,4302,end_service
62,4302,arrival
62,4302,join_queue
56,4302,begin_service
63,4311,arrival
63,4311,join_queue
55,4387,end_service
57,4387,begin_service
64,4504,arrival
64,4504,join_queue
65,4542,arrival
65,4542,join_queue
66,4597,arrival
66,4597,join_queue
67,4599,arrival
67,4599,join_queue
56,4602,end_service
68,4602,arrival
68,4602,balk
58,4602,begin_service
69,4604,arrival
69,4604,join_queue
70,4608,arrival
70,4608,balk
71,4631,arrival
71,4631,balk
57,4654,end_service
59,4654,begin_service
72,4677,arrival
72,4677,join_queue
73,4761,arrival
73,4761,balk
74,4791,arrival
74,4791,balk
75,4793,arrival
75,4793,balk
76,4898,arrival
76,4898,balk
58,4902,end_service
60,4902,begin_service
77,4930,arrival
77,4930,join_queue
59,4954,end_service
61,4954,begin_service
78,4960,arrival
78,4960,join_queue
60,4962,end_service
62,4962,begin_service
79,4977,arrival
79,4977,join_queue
80,4983,arrival
80,4983,balk
81,5012,arrival
81,5012,balk
61,5014,end_service
63,5014,begin_service
82,5043,arrival
82,5043,join_queue
63,5074,end_service
64,5074,begin_service
62,5088,end_service
65,5088,begin_service
83,5104,arrival
83,5104,join_queue
64,5134,end_service
66,5134,begin_service
66,5266,end_service
67,5266,begin_service
84,5269,arrival
84,5269,join_queue
85,5285,arrival
85,5285,join_queue
65,5313,end_service
69,5313,begin_service
86,5321,arrival
86,5321,join_queue
69,5373,end_service
72,5373,begin_service
87,5374,arrival
87,5374,join_queue
88,5383,arrival
88,5383,join_queue
72,5433,end_service
77,5433,begin_service
67,5475,end_service
78,5475,begin_service
89,5478,arrival
89,5478,join_queue
77,5493,end_service
79,5493,begin_service
90,5530,arrival
90,5530,join_queue
78,5557,end_service
82,5557,begin_service
79,5577,end_service
83,5577,begin_service
91,5591,arrival
91,5591,join_queue
83,5637,end_service
84,5637,begin_service
82,5644,end_service
85,5644,begin_service
92,5646,arrival
92,5646,join_queue
84,5697,end_service
86,5697,begin_service
85,5704,end_service
87,5704,begin_service
93,5730,arrival
93,5730,join_queue
94,5774,arrival
94,5774,join_queue
95,5787,arrival
95,5787,join_queue
96,5808,arrival
96,5808,join_queue
97,5837,arrival
