caseid,time,activity
-1,0,null_start_simulation
-1,0,start_simulation
1,4,arrival
1,4,join_queue
1,4,begin_service
2,53,arrival
2,53,join_queue
1,64,end_service
2,64,begin_service
3,105,arrival
3,105,join_queue
2,124,end_service
3,124,begin_service
4,181,arrival
4,181,join_queue
5,242,arrival
5,242,join_queue
3,260,end_service
4,260,begin_service
6,263,arrival
6,263,join_queue
7,326,arrival
7,326,join_queue
8,347,arrival
8,347,join_queue
9,410,arrival
9,410,join_queue
10,438,arrival
10,438,join_queue
4,463,end_service
5,463,begin_service
11,511,arrival
11,511,join_queue
12,521,arrival
12,521,join_queue
5,523,end_service
6,523,begin_service
13,536,arrival
13,536,join_queue
6,600,end_service
7,600,begin_service
14,633,arrival
14,633,join_queue
7,660,end_service
8,660,begin_service
8,733,end_service
9,733,begin_service
15,859,arrival
15,859,join_queue
16,867,arrival
16,867,join_queue
17,921,arrival
17,921,join_queue
18,930,arrival
18,930,join_queue
9,946,end_service
10,946,begin_service
10,1006,end_service
11,1006,begin_service
11,1066,end_service
12,1066,begin_service
19,1124,arrival
19,1124,join_queue
20,1132,arrival
20,1132,join_queue
12,1216,end_service
13,1216,begin_service
21,1269,arrival
21,1269,join_queue
22,1286,arrival
22,1286,join_queue
23,1319,arrival
23,1319,join_queue
24,1367,arrival
24,1367,balk
25,1433,arrival
25,1433,balk
26,1471,arrival
26,1471,balk
13,1484,end_service
14,1484,begin_service
14,1544,end_service
15,1544,begin_service
15,1610,end_service
16,1610,begin_service
27,1659,arrival
27,1659,join_queue
28,1661,arrival
28,1661,join_queue
16,1726,end_service
17,1726,begin_service
17,1829,end_service
18,1829,begin_service
18,1889,end_service
19,1889,begin_service
29,1948,arrival
29,1948,join_queue
30,2084,arrival
30,2084,join_queue
19,2189,end_service
20,2189,begin_service
31,2248,arrival
31,2248,join_queue
20,2308,end_service
21,2308,begin_service
32,2317,arrival
32,2317,join_queue
33,2318,arrival
33,2318,join_queue
34,2332,arrival
34,2332,join_queue
35,2526,arrival
35,2526,balk
21,2548,end_service
22,2548,begin_service
36,2571,arrival
36,2571,join_queue
37,2574,arrival
37,2574,balk
22,2650,end_service
23,2650,begin_service
23,2710,end_service
27,2710,begin_service
27,2770,end_service
28,2770,begin_service
38,2874,arrival
38,2874,join_queue
28,2930,end_service
29,2930,begin_service
29,2990,end_service
30,2990,begin_service
39,3008,arrival
39,3008,join_queue
40,3049,arrival
40,3049,join_queue
41,3088,arrival
41,3088,join_queue
30,3101,end_service
31,3101,begin_service
42,3156,arrival
42,3156,join_queue
43,3209,arrival
43,3209,join_queue
44,3250,arrival
44,3250,balk
31,3350,end_service
32,3350,begin_service
45,3365,arrival
45,3365,join_queue
32,3410,end_service
33,3410,begin_service
46,3422,arrival
46,3422,join_queue
47,3427,arrival
47,3427,balk
33,3470,end_service
34,3470,begin_service
48,3516,arrival
48,3516,join_queue
49,3531,arrival
49,3531,balk
50,3538,arrival
50,3538,balk
51,3558,arrival
51,3558,balk
52,3742,arrival
52,3742,balk
34,3770,end_service
36,3770,begin_service
53,3773,arrival
53,3773,join_queue
54,3862,arrival
54,3862,balk
36,3889,end_service
38,3889,begin_service
38,3972,end_service
39,3972,begin_service
55,4011,arrival
55,4011,join_queue
56,4087,arrival
56,4087,join_queue
57,4146,arrival
57,4146,balk
58,4154,arrival
58,4154,balk
59,4155,arrival
59,4155,balk
60,4173,arrival
60,4173,balk
39,4221,end_service
40,4221,begin_service
61,4249,arrival
61,4249,join_queue
62,4304,arrival
62,4304,balk
63,4386,arrival
63,4386,balk
64,4488,arrival
64,4488,balk
65,4506,arrival
65,4506,balk
40,4521,end_service
41,4521,begin_service
66,4551,arrival
66,4551,join_queue
41,4581,end_service
42,4581,begin_service
67,4665,arrival
67,4665,join_queue
68,4668,arrival
68,4668,balk
69,4696,arrival
69,4696,balk
42,4724,end_service
43,4724,begin_service
70,4739,arrival
70,4739,join_queue
71,4762,arrival
71,4762,balk
43,4784,end_service
45,4784,begin_service
72,4841,arrival
72,4841,join_queue
45,4844,end_service
46,4844,begin_service
73,4866,arrival
73,4866,join_queue
46,4916,end_service
48,4916,begin_service
74,4937,arrival
74,4937,join_queue
48,4976,end_service
53,4976,begin_service
75,4988,arrival
75,4988,join_queue
76,5032,arrival
76,5032,balk
77,5056,arrival
77,5056,balk
78,5133,arrival
78,5133,balk
79,5142,arrival
79,5142,balk
80,5151,arrival
80,5151,balk
53,5155,end_service
55,5155,begin_service
81,5251,arrival
81,5251,join_queue
82,5277,arrival
82,5277,balk
83,5285,arrival
83,5285,balk
84,5298,arrival
84,5298,balk
85,5306,arrival
85,5306,balk
55,5398,end_service
56,5398,begin_service
86,5449,arrival
86,5449,join_queue
56,5458,end_service
61,5458,begin_service
87,5479,arrival
87,5479,join_queue
88,5653,arrival
88,5653,balk
89,5673,arrival
89,5673,balk
90,5683,arrival
90,5683,balk
91,5689,arrival
91,5689,balk
61,5691,end_service
66,5691,begin_service
92,5712,arrival
92,5712,join_queue
93,5741,arrival
93,5741,balk
94,5925,arrival
94,5925,balk
66,5991,end_service
67,5991,begin_service
67,6051,end_service
70,6051,begin_service
95,6079,arrival
95,6079,join_queue
96,6167,arrival
96,6167,join_queue
97,6242,arrival
97,6242,balk
98,6281,arrival
98,6281,balk
70,6351,end_service
72,6351,begin_service
99,6382,arrival
99,6382,join_queue
100,6410,arrival
100,6410,balk
101,6436,arrival
101,6436,balk
72,6547,end_service
73,6547,begin_service
102,6554,arrival
102,6554,join_queue
103,6594,arrival
103,6594,balk
104,6602,arrival
104,6602,balk
73,6607,end_service
74,6607,begin_service
105,6619,arrival
105,6619,join_queue
106,6683,arrival
106,6683,balk
74,6691,end_service
75,6691,begin_service
75,6751,end_service
81,6751,begin_service
107,6782,arrival
107,6782,join_queue
108,6800,arrival
108,6800,join_queue
109,6805,arrival
109,6805,balk
110,6821,arrival
110,6821,balk
111,6841,arrival
111,6841,balk
81,6854,end_service
86,6854,begin_service
86,6914,end_service
87,6914,begin_service
112,6921,arrival
112,6921,join_queue
113,6928,arrival
113,6928,join_queue
114,7000,arrival
114,7000,balk
115,7029,arrival
115,7029,balk
116,7040,arrival
116,7040,balk
117,7091,arrival
117,7091,balk
87,7128,end_service
92,7128,begin_service
118,7157,arrival
118,7157,join_queue
119,7180,arrival
119,7180,balk
92,7188,end_service
95,7188,begin_service
120,7200,arrival
120,7200,join_queue
121,7280,arrival
