caseid,time,activity
-1,0,null_start_simulation
-1,0,start_simulation
1,15,arrival
1,15,join_queue
1,15,begin_service
2,43,arrival
2,43,join_queue
3,69,arrival
3,69,join_queue
1,75,end_service
2,75,begin_service
4,83,arrival
4,83,join_queue
5,138,arrival
5,138,join_queue
6,197,arrival
6,197,join_queue
7,210,arrival
7,210,join_queue
8,240,arrival
8,240,join_queue
9,268,arrival
9,268,join_queue
10,285,arrival
10,285,join_queue
11,286,arrival
11,286,join_queue
12,322,arrival
12,322,join_queue
2,375,end_service
3,375,begin_service
13,478,arrival
13,478,join_queue
14,492,arrival
14,492,balk
15,507,arrival
15,507,balk
3,523,end_service
4,523,begin_service
16,547,arrival
16,547,join_queue
4,591,end_service
5,591,begin_service
17,618,arrival
17,618,join_queue
18,631,arrival
18,631,balk
19,637,arrival
19,637,balk
20,663,arrival
20,663,balk
21,702,arrival
21,702,balk
22,712,arrival
22,712,balk
5,716,end_service
6,716,begin_service
23,718,arrival
23,718,join_queue
24,746,arrival
24,746,balk
25,750,arrival
25,750,balk
26,762,arrival
26,762,balk
6,776,end_service
7,776,begin_service
27,826,arrival
27,826,join_queue
7,836,end_service
8,836,begin_service
28,933,arrival
28,933,join_queue
29,957,arrival
29,957,balk
8,1044,end_service
9,1044,begin_service
9,1104,end_service
10,1104,begin_service
30,1116,arrival
30,1116,join_queue
31,1141,arrival
31,1141,join_queue
32,1162,arrival
32,1162,balk
33,1197,arrival
33,1197,balk
34,1218,arrival
34,1218,balk
35,1289,arrival
35,1289,balk
10,1352,end_service
11,1352,begin_service
36,1409,arrival
36,1409,join_queue
37,1409,arrival
37,1409,balk
11,1444,end_service
12,1444,begin_service
38,1514,arrival
38,1514,join_queue
39,1541,arrival
39,1541,balk
40,1596,arrival
40,1596,balk
41,1606,arrival
41,1606,balk
42,1635,arrival
42,1635,balk
43,1661,arrival
43,1661,balk
12,1744,end_service
13,1744,begin_service
44,1835,arrival
44,1835,join_queue
13,1914,end_service
16,1914,begin_service
45,1916,arrival
45,1916,join_queue
46,1995,arrival
46,1995,balk
16,2094,end_service
17,2094,begin_service
17,2177,end_service
23,2177,begin_service
23,2237,end_service
27,2237,begin_service
47,2271,arrival
47,2271,join_queue
48,2318,arrival
48,2318,join_queue
27,2348,end_service
28,2348,begin_service
49,2425,arrival
49,2425,join_queue
28,2432,end_service
30,2432,begin_service
50,2443,arrival
50,2443,join_queue
51,2457,arrival
51,2457,join_queue
52,2464,arrival
52,2464,balk
53,2485,arrival
53,2485,balk
54,2516,arrival
54,2516,balk
55,2689,arrival
55,2689,balk
30,2732,end_service
31,2732,begin_service
56,2733,arrival
56,2733,join_queue
31,2792,end_service
36,2792,begin_service
57,2818,arrival
57,2818,join_queue
58,2845,arrival
58,2845,balk
36,2852,end_service
38,2852,begin_service
59,2917,arrival
59,2917,join_queue
60,2920,arrival
60,2920,balk
61,2956,arrival
61,2956,balk
38,3012,end_service
44,3012,begin_service
44,3072,end_service
45,3072,begin_service
62,3099,arrival
62,3099,join_queue
63,3106,arrival
63,3106,join_queue
64,3132,arrival
64,3132,balk
65,3166,arrival
65,3166,balk
66,3192,arrival
66,3192,balk
45,3194,end_service
47,3194,begin_service
47,3254,end_service
48,3254,begin_service
67,3271,arrival
67,3271,join_queue
68,3309,arrival
68,3309,join_queue
48,3314,end_service
49,3314,begin_service
69,3421,arrival
69,3421,join_queue
70,3426,arrival
70,3426,balk
71,3433,arrival
71,3433,balk
49,3496,end_service
50,3496,begin_service
50,3556,end_service
51,3556,begin_service
72,3580,arrival
72,3580,join_queue
51,3616,end_service
56,3616,begin_service
73,3657,arrival
73,3657,join_queue
74,3705,arrival
74,3705,join_queue
56,3718,end_service
57,3718,begin_service
57,3778,end_service
59,3778,begin_service
59,3889,end_service
62,3889,begin_service
75,3895,arrival
75,3895,join_queue
76,3897,arrival
76,3897,join_queue
62,4004,end_service
63,4004,begin_service
77,4009,arrival
77,4009,join_queue
78,4035,arrival
78,4035,join_queue
79,4035,arrival
79,4035,balk
63,4095,end_service
67,4095,begin_service
80,4208,arrival
80,4208,join_queue
81,4228,arrival
81,4228,balk
82,4236,arrival
82,4236,balk
83,4292,arrival
83,4292,balk
84,4311,arrival
84,4311,balk
67,4325,end_service
68,4325,begin_service
68,4385,end_service
69,4385,begin_service
85,4408,arrival
85,4408,join_queue
86,4413,arrival
86,4413,join_queue
69,4445,end_service
72,4445,begin_service
72,4505,end_service
73,4505,begin_service
87,4515,arrival
87,4515,join_queue
88,4530,arrival
88,4530,join_queue
89,4534,arrival
89,4534,balk
90,4542,arrival
90,4542,balk
73,4565,end_service
74,4565,begin_service
91,4606,arrival
91,4606,join_queue
92,4628,arrival
92,4628,balk
93,4643,arrival
93,4643,balk
94,4671,arrival
94,4671,balk
74,4717,end_service
75,4717,begin_service
95,4851,arrival
95,4851,join_queue
96,4871,arrival
96,4871,balk
75,4909,end_service
76,4909,begin_service
97,4932,arrival
97,4932,join_queue
76,4969,end_service
77,4969,begin_service
77,5029,end_service
78,5029,begin_service
98,5032,arrival
98,5032,join_queue
99,5053,arrival
99,5053,join_queue
100,5081,arrival
100,5081,balk
78,5089,end_service
80,5089,begin_service
101,5091,arrival
101,5091,join_queue
80,5150,end_service
85,5150,begin_service
102,5167,arrival
102,5167,join_queue
103,5171,arrival
103,5171,balk
85,5234,end_service
86,5234,begin_service
104,5275,arrival
104,5275,join_queue
105,5277,arrival
105,5277,balk
106,5311,arrival
106,5311,balk
86,5360,end_service
87,5360,begin_service
87,5468,end_service
88,5468,begin_service
88,5528,end_service
91,5528,begin_service
107,5609,arrival
107,5609,join_queue
91,5625,end_service
95,5625,begin_service
108,5628,arrival
108,5628,join_queue
95,5772,end_service
97,5772,begin_service
109,5774,arrival
109,5774,join_queue
110,5790,arrival
110,5790,join_queue
97,5832,end_service
98,5832,begin_service
111,5882,arrival
111,5882,join_queue
98,5892,end_service
99,5892,begin_service
112,5929,arrival
112,5929,join_queue
99,5952,end_service
101,5952,begin_service
101,6012,end_service
102,6012,begin_service
102,6105,end_service
104,6105,begin_service
104,6165,end_service
107,6165,begin_service
107,6225,end_service
108,6225,begin_service
113,6282,arrival
113,6282,join_queue
114,6497,arrival
114,6497,join_queue
108,6502,end_service
109,6502,begin_service
115,6523,arrival
115,6523,join_queue
116,6530,arrival
116,6530,join_queue
117,6540,arrival
117,6540,join_queue
118,6631,arrival
118,6631,join_queue
