caseid,time,activity
-1,0,null_start_simulation
-1,0,start_simulation
1,11,arrival
1,11,join_queue
1,11,begin_service
2,59,arrival
2,59,join_queue
2,59,begin_service
3,75,arrival
3,75,join_queue
3,75,begin_service
4,85,arrival
4,85,join_queue
2,119,end_service
4,119,begin_service
1,176,end_service
4,179,end_service
3,189,end_service
5,224,arrival
5,224,join_queue
5,224,begin_service
6,231,arrival
6,231,join_queue
6,231,begin_service
5,284,end_service
7,304,arrival
7,304,join_queue
7,304,begin_service
6,389,end_service
8,393,arrival
8,393,join_queue
8,393,begin_service
8,453,end_service
9,497,arrival
9,497,join_queue
9,497,begin_service
10,502,arrival
10,502,join_queue
10,502,begin_service
11,526,arrival
11,526,join_queue
12,544,arrival
12,544,join_queue
13,548,arrival
13,548,join_queue
9,562,end_service
11,562,begin_service
7,604,end_service
12,604,begin_service
10,609,end_service
13,609,begin_service
11,687,end_service
14,760,arrival
14,760,join_queue
14,760,begin_service
15,785,arrival
15,785,join_queue
13,816,end_service
15,816,begin_service
12,818,end_service
16,836,arrival
16,836,join_queue
16,836,begin_service
15,876,end_service
14,923,end_service
17,933,arrival
17,933,join_queue
17,933,begin_service
18,969,arrival
18,969,join_queue
18,969,begin_service
18,1029,end_service
19,1061,arrival
19,1061,join_queue
19,1061,begin_service
20,1092,arrival
20,1092,join_queue
21,1111,arrival
21,1111,join_queue
16,1136,end_service
20,1136,begin_service
17,1147,end_service
21,1147,begin_service
21,1207,end_service
20,1256,end_service
22,1268,arrival
22,1268,join_queue
22,1268,begin_service
19,1271,end_service
23,1290,arrival
23,1290,join_queue
23,1290,begin_service
23,1350,end_service
22,1360,end_service
24,1394,arrival
24,1394,join_queue
24,1394,begin_service
25,1458,arrival
25,1458,join_queue
25,1458,begin_service
26,1475,arrival
26,1475,join_queue
26,1475,begin_service
27,1500,arrival
27,1500,join_queue
25,1518,end_service
27,1518,begin_service
26,1535,end_service
28,1569,arrival
28,1569,join_queue
28,1569,begin_service
27,1591,end_service
29,1639,arrival
29,1639,join_queue
29,1639,begin_service
30,1653,arrival
30,1653,join_queue
31,1654,arrival
31,1654,join_queue
24,1694,end_service
30,1694,begin_service
32,1703,arrival
32,1703,join_queue
28,1711,end_service
31,1711,begin_service
30,1754,end_service
32,1754,begin_service
33,1788,arrival
33,1788,join_queue
29,1813,end_service
33,1813,begin_service
32,1814,end_service
31,1905,end_service
34,1905,arrival
34,1905,join_queue
34,1905,begin_service
33,1946,end_service
34,1995,end_service
35,2033,arrival
35,2033,join_queue
36,2033,arrival
35,2033,begin_service
36,2033,join_queue
36,2033,begin_service
37,2035,arrival
37,2035,join_queue
37,2035,begin_service
36,2093,end_service
37,2095,end_service
35,2123,end_service
38,2185,arrival
38,2185,join_queue
38,2185,begin_service
39,2197,arrival
39,2197,join_queue
39,2197,begin_service
40,2233,arrival
40,2233,join_queue
40,2233,begin_service
39,2329,end_service
40,2384,end_service
41,2387,arrival
41,2387,join_queue
41,2387,begin_service
38,2485,end_service
42,2597,arrival
42,2597,join_queue
42,2597,begin_service
43,2601,arrival
43,2601,join_queue
43,2601,begin_service
44,2612,arrival
44,2612,join_queue
42,2657,end_service
44,2657,begin_service
43,2668,end_service
41,2687,end_service
45,2712,arrival
45,2712,join_queue
45,2712,begin_service
44,2801,end_service
46,2824,arrival
46,2824,join_queue
46,2824,begin_service
47,2879,arrival
47,2879,join_queue
47,2879,begin_service
48,2905,arrival
48,2905,join_queue
49,2917,arrival
49,2917,join_queue
50,2918,arrival
50,2918,join_queue
47,2939,end_service
48,2939,begin_service
51,2976,arrival
51,2976,join_queue
52,3002,arrival
52,3002,join_queue
53,3006,arrival
53,3006,join_queue
45,3008,end_service
49,3008,begin_service
46,3045,end_service
50,3045,begin_service
54,3054,arrival
54,3054,join_queue
55,3076,arrival
55,3076,join_queue
49,3077,end_service
51,3077,begin_service
48,3098,end_service
52,3098,begin_service
52,3158,end_service
53,3158,begin_service
53,3218,end_service
54,3218,begin_service
56,3252,arrival
56,3252,join_queue
57,3305,arrival
57,3305,join_queue
51,3315,end_service
55,3315,begin_service
50,3333,end_service
56,3333,begin_service
58,3363,arrival
58,3363,join_queue
56,3393,end_service
57,3393,begin_service
54,3424,end_service
58,3424,begin_service
59,3463,arrival
59,3463,join_queue
60,3491,arrival
60,3491,join_queue
61,3522,arrival
61,3522,join_queue
55,3523,end_service
59,3523,begin_service
58,3548,end_service
60,3548,begin_service
60,3608,end_service
61,3608,begin_service
62,3645,arrival
62,3645,join_queue
57,3649,end_service
62,3649,begin_service
63,3696,arrival
63,3696,join_queue
59,3768,end_service
63,3768,begin_service
61,3801,end_service
62,3827,end_service
64,3852,arrival
64,3852,join_queue
64,3852,begin_service
65,3859,arrival
65,3859,join_queue
65,3859,begin_service
66,3902,arrival
66,3902,join_queue
64,3912,end_service
66,3912,begin_service
66,4001,end_service
63,4068,end_service
67,4086,arrival
67,4086,join_queue
68,4086,arrival
67,4086,begin_service
68,4086,join_queue
68,4086,begin_service
69,4111,arrival
69,4111,join_queue
67,4146,end_service
68,4146,end_service
69,4146,begin_service
65,4159,end_service
69,4206,end_service
70,4259,arrival
70,4259,join_queue
70,4259,begin_service
71,4283,arrival
71,4283,join_queue
71,4283,begin_service
70,4319,end_service
71,4343,end_service
72,4461,arrival
72,4461,join_queue
72,4461,begin_service
72,4527,end_service
73,4556,arrival
73,4556,join_queue
73,4556,begin_service
74,4561,arrival
74,4561,join_queue
74,4561,begin_service
75,4589,arrival
75,4589,join_queue
75,4589,begin_service
74,4621,end_service
76,4658,arrival
76,4658,join_queue
76,4658,begin_service
75,4676,end_service
76,4718,end_service
73,4733,end_service
77,4778,arrival
77,4778,join_queue
77,4778,begin_service
77,4838,end_service
78,4895,arrival
78,4895,join_queue
78,4895,begin_service
79,4987,arrival
79,4987,join_queue
79,4987,begin_service
80,5035,arrival
80,5035,join_queue
80,5035,begin_service
79,5047,end_service
78,5083,end_service
80,5168,end_service
81,5173,arrival
81,5173,join_queue
81,5173,begin_service
82,5181,arrival
82,5181,join_queue
82,5181,begin_service
83,5206,arrival
83,5206,join_queue
83,5206,begin_service
84,5210,arrival
84,5210,join_queue
81,5239,end_service
84,5239,begin_service
83,5266,end_service
85,5266,arrival
85,5266,join_queue
85,5266,begin_service
84,5299,end_service
85,5326,end_service
82,5367,end_service
86,5387,arrival
86,5387,join_queue
86,5387,begin_service
86,5462,end_service
