caseid,time,activity
-1,0,null_start_simulation
-1,0,start_simulation
1,55,arrival
1,55,join_queue
1,55,begin_service
2,91,arrival
2,91,join_queue
2,91,begin_service
3,98,arrival
3,98,join_queue
4,98,arrival
3,98,begin_service
4,98,join_queue
1,115,end_service
4,115,begin_service
5,140,arrival
5,140,join_queue
4,177,end_service
5,177,begin_service
2,274,end_service
3,276,end_service
5,339,end_service
6,466,arrival
6,466,join_queue
6,466,begin_service
6,527,end_service
7,583,arrival
7,583,join_queue
7,583,begin_service
8,635,arrival
8,635,join_queue
8,635,begin_service
9,723,arrival
9,723,join_queue
9,723,begin_service
7,760,end_service
10,769,arrival
10,769,join_queue
10,769,begin_service
11,786,arrival
11,786,join_queue
8,813,end_service
11,813,begin_service
12,819,arrival
12,819,join_queue
10,829,end_service
12,829,begin_service
13,848,arrival
13,848,join_queue
9,856,end_service
13,856,begin_service
14,866,arrival
14,866,join_queue
13,916,end_service
14,916,begin_service
15,940,arrival
15,940,join_queue
14,976,end_service
15,976,begin_service
16,989,arrival
16,989,join_queue
12,990,end_service
16,990,begin_service
17,1015,arrival
17,1015,join_queue
18,1082,arrival
18,1082,join_queue
19,1100,arrival
19,1100,join_queue
20,1109,arrival
20,1109,join_queue
21,1112,arrival
21,1112,join_queue
11,1113,end_service
17,1113,begin_service
22,1116,arrival
22,1116,join_queue
16,1137,end_service
18,1137,begin_service
23,1140,arrival
23,1140,join_queue
15,1142,end_service
19,1142,begin_service
18,1197,end_service
20,1197,begin_service
19,1202,end_service
21,1202,begin_service
24,1251,arrival
24,1251,join_queue
21,1262,end_service
22,1262,begin_service
25,1275,arrival
25,1275,join_queue
26,1353,arrival
26,1353,join_queue
27,1393,arrival
27,1393,join_queue
17,1413,end_service
23,1413,begin_service
22,1418,end_service
24,1418,begin_service
20,1423,end_service
25,1423,begin_service
23,1473,end_service
26,1473,begin_service
24,1478,end_service
27,1478,begin_service
25,1483,end_service
28,1528,arrival
28,1528,join_queue
28,1528,begin_service
27,1538,end_service
29,1570,arrival
29,1570,join_queue
29,1570,begin_service
26,1592,end_service
29,1644,end_service
30,1774,arrival
30,1774,join_queue
30,1774,begin_service
28,1828,end_service
31,1863,arrival
31,1863,join_queue
31,1863,begin_service
32,1962,arrival
32,1962,join_queue
32,1962,begin_service
30,1980,end_service
33,2033,arrival
33,2033,join_queue
33,2033,begin_service
32,2056,end_service
31,2081,end_service
33,2093,end_service
34,2110,arrival
34,2110,join_queue
34,2110,begin_service
34,2170,end_service
35,2210,arrival
35,2210,join_queue
35,2210,begin_service
35,2270,end_service
36,2281,arrival
36,2281,join_queue
36,2281,begin_service
37,2297,arrival
37,2297,join_queue
37,2297,begin_service
38,2327,arrival
38,2327,join_queue
38,2327,begin_service
37,2409,end_service
36,2414,end_service
39,2456,arrival
39,2456,join_queue
39,2456,begin_service
40,2458,arrival
40,2458,join_queue
40,2458,begin_service
38,2460,end_service
41,2468,arrival
41,2468,join_queue
41,2468,begin_service
42,2478,arrival
42,2478,join_queue
43,2480,arrival
43,2480,join_queue
44,2510,arrival
44,2510,join_queue
45,2511,arrival
45,2511,join_queue
40,2518,end_service
42,2518,begin_service
41,2559,end_service
43,2559,begin_service
46,2589,arrival
46,2589,join_queue
42,2602,end_service
44,2602,begin_service
43,2619,end_service
45,2619,begin_service
39,2628,end_service
46,2628,begin_service
47,2685,arrival
47,2685,join_queue
46,2688,end_service
47,2688,begin_service
45,2744,end_service
47,2748,end_service
48,2766,arrival
48,2766,join_queue
48,2766,begin_service
49,2800,arrival
49,2800,join_queue
49,2800,begin_service
44,2807,end_service
49,2879,end_service
50,2949,arrival
50,2949,join_queue
50,2949,begin_service
51,2982,arrival
51,2982,join_queue
51,2982,begin_service
52,2999,arrival
52,2999,join_queue
53,3011,arrival
53,3011,join_queue
51,3056,end_service
52,3056,begin_service
48,3066,end_service
53,3066,begin_service
50,3082,end_service
52,3116,end_service
53,3126,end_service
54,3147,arrival
54,3147,join_queue
54,3147,begin_service
55,3170,arrival
55,3170,join_queue
55,3170,begin_service
56,3199,arrival
56,3199,join_queue
56,3199,begin_service
57,3235,arrival
57,3235,join_queue
58,3237,arrival
58,3237,join_queue
56,3259,end_service
57,3259,begin_service
59,3302,arrival
59,3302,join_queue
60,3407,arrival
60,3407,join_queue
54,3447,end_service
58,3447,begin_service
55,3457,end_service
59,3457,begin_service
61,3461,arrival
61,3461,join_queue
57,3483,end_service
60,3483,begin_service
58,3512,end_service
61,3512,begin_service
59,3517,end_service
60,3543,end_service
62,3688,arrival
62,3688,join_queue
62,3688,begin_service
61,3708,end_service
63,3716,arrival
63,3716,join_queue
63,3716,begin_service
62,3748,end_service
64,3799,arrival
64,3799,join_queue
64,3799,begin_service
65,3846,arrival
65,3846,join_queue
65,3846,begin_service
66,3853,arrival
66,3853,join_queue
64,3859,end_service
66,3859,begin_service
65,3906,end_service
66,3919,end_service
67,3939,arrival
67,3939,join_queue
67,3939,begin_service
68,3958,arrival
68,3958,join_queue
68,3958,begin_service
69,3993,arrival
69,3993,join_queue
63,4016,end_service
69,4016,begin_service
68,4018,end_service
67,4074,end_service
69,4076,end_service
70,4141,arrival
70,4141,join_queue
70,4141,begin_service
71,4182,arrival
71,4182,join_queue
71,4182,begin_service
72,4193,arrival
72,4193,join_queue
72,4193,begin_service
71,4242,end_service
72,4253,end_service
73,4308,arrival
73,4308,join_queue
73,4308,begin_service
70,4332,end_service
73,4368,end_service
74,4446,arrival
74,4446,join_queue
74,4446,begin_service
75,4500,arrival
75,4500,join_queue
75,4500,begin_service
75,4560,end_service
76,4632,arrival
76,4632,join_queue
76,4632,begin_service
77,4657,arrival
77,4657,join_queue
77,4657,begin_service
78,4682,arrival
78,4682,join_queue
76,4692,end_service
78,4692,begin_service
74,4711,end_service
79,4729,arrival
79,4729,join_queue
79,4729,begin_service
80,4742,arrival
80,4742,join_queue
81,4767,arrival
81,4767,join_queue
79,4789,end_service
80,4789,begin_service
78,4793,end_service
81,4793,begin_service
82,4796,arrival
82,4796,join_queue
81,4853,end_service
82,4853,begin_service
83,4864,arrival
83,4864,join_queue
84,4902,arrival
84,4902,join_queue
82,4913,end_service
85,4913,arrival
85,4913,join_queue
83,4913,begin_service
86,4932,arrival
86,4932,join_queue
77,4957,end_service
84,4957,begin_service
83,4973,end_service
85,4973,begin_service
85,5033,end_service
86,5033,begin_service
80,5089,end_service
86,5093,end_service
