caseid,time,activity
-1,0,null_start_simulation
-1,0,start_simulation
1,124,arrival
1,124,join_queue
1,124,begin_service
2,167,arrival
2,167,join_queue
2,167,begin_service
1,184,end_service
2,244,end_service
3,268,arrival
3,268,join_queue
3,268,begin_service
4,302,arrival
4,302,join_queue
4,302,begin_service
5,354,arrival
5,354,join_queue
5,354,begin_service
4,362,end_service
6,375,arrival
6,375,join_queue
6,375,begin_service
6,455,end_service
3,463,end_service
5,609,end_service
7,632,arrival
7,632,join_queue
7,632,begin_service
8,865,arrival
8,865,join_queue
8,865,begin_service
7,932,end_service
9,1086,arrival
9,1086,join_queue
9,1086,begin_service
8,1094,end_service
10,1115,arrival
10,1115,join_queue
10,1115,begin_service
11,1145,arrival
11,1145,join_queue
11,1145,begin_service
12,1168,arrival
12,1168,join_queue
13,1182,arrival
13,1182,join_queue
11,1205,end_service
14,1205,arrival
14,1205,join_queue
12,1205,begin_service
15,1240,arrival
15,1240,join_queue
16,1250,arrival
16,1250,join_queue
10,1266,end_service
13,1266,begin_service
12,1300,end_service
14,1300,begin_service
13,1328,end_service
15,1328,begin_service
17,1369,arrival
17,1369,join_queue
14,1371,end_service
16,1371,begin_service
18,1372,arrival
18,1372,join_queue
9,1386,end_service
17,1386,begin_service
15,1388,end_service
18,1388,begin_service
17,1448,end_service
16,1542,end_service
18,1568,end_service
19,1583,arrival
19,1583,join_queue
19,1583,begin_service
20,1613,arrival
20,1613,join_queue
20,1613,begin_service
20,1673,end_service
19,1772,end_service
21,1780,arrival
21,1780,join_queue
21,1780,begin_service
21,1840,end_service
22,1880,arrival
22,1880,join_queue
22,1880,begin_service
22,1940,end_service
23,1944,arrival
23,1944,join_queue
23,1944,begin_service
23,2106,end_service
24,2122,arrival
24,2122,join_queue
24,2122,begin_service
24,2182,end_service
25,2308,arrival
25,2308,join_queue
25,2308,begin_service
26,2357,arrival
26,2357,join_queue
26,2357,begin_service
25,2373,end_service
27,2478,arrival
27,2478,join_queue
27,2478,begin_service
28,2532,arrival
28,2532,join_queue
28,2532,begin_service
29,2538,arrival
29,2538,join_queue
30,2559,arrival
30,2559,join_queue
28,2592,end_service
29,2592,begin_service
27,2604,end_service
30,2604,begin_service
31,2606,arrival
31,2606,join_queue
26,2611,end_service
31,2611,begin_service
32,2614,arrival
32,2614,join_queue
33,2643,arrival
33,2643,join_queue
34,2652,arrival
34,2652,join_queue
35,2683,arrival
35,2683,join_queue
36,2723,arrival
36,2723,join_queue
37,2803,arrival
37,2803,join_queue
38,2829,arrival
38,2829,join_queue
30,2841,end_service
32,2841,begin_service
29,2865,end_service
33,2865,begin_service
39,2876,arrival
39,2876,join_queue
31,2888,end_service
34,2888,begin_service
40,2915,arrival
40,2915,join_queue
41,2935,arrival
41,2935,join_queue
42,2942,arrival
42,2942,join_queue
34,3016,end_service
35,3016,begin_service
32,3030,end_service
36,3030,begin_service
43,3066,arrival
43,3066,join_queue
36,3090,end_service
37,3090,begin_service
44,3104,arrival
44,3104,join_queue
33,3106,end_service
38,3106,begin_service
45,3178,arrival
45,3178,join_queue
37,3214,end_service
39,3214,begin_service
46,3259,arrival
46,3259,join_queue
47,3259,arrival
47,3259,join_queue
38,3271,end_service
40,3271,begin_service
48,3306,arrival
48,3306,join_queue
35,3316,end_service
41,3316,begin_service
49,3329,arrival
49,3329,join_queue
40,3331,end_service
42,3331,begin_service
50,3349,arrival
50,3349,join_queue
42,3391,end_service
43,3391,begin_service
39,3392,end_service
44,3392,begin_service
44,3465,end_service
45,3465,begin_service
41,3540,end_service
46,3540,begin_service
43,3550,end_service
47,3550,begin_service
51,3592,arrival
51,3592,join_queue
45,3642,end_service
48,3642,begin_service
46,3685,end_service
49,3685,begin_service
48,3708,end_service
50,3708,begin_service
49,3745,end_service
51,3745,begin_service
47,3762,end_service
50,3768,end_service
51,3805,end_service
52,3815,arrival
52,3815,join_queue
52,3815,begin_service
53,3831,arrival
53,3831,join_queue
53,3831,begin_service
54,3856,arrival
54,3856,join_queue
54,3856,begin_service
52,3887,end_service
53,3891,end_service
54,3916,end_service
55,3925,arrival
55,3925,join_queue
55,3925,begin_service
56,3935,arrival
56,3935,join_queue
56,3935,begin_service
57,3937,arrival
57,3937,join_queue
57,3937,begin_service
55,3985,end_service
56,3995,end_service
58,3997,arrival
58,3997,join_queue
58,3997,begin_service
58,4057,end_service
59,4063,arrival
59,4063,join_queue
59,4063,begin_service
60,4114,arrival
60,4114,join_queue
60,4114,begin_service
59,4123,end_service
61,4181,arrival
61,4181,join_queue
61,4181,begin_service
62,4205,arrival
62,4205,join_queue
57,4237,end_service
62,4237,begin_service
60,4246,end_service
62,4297,end_service
63,4299,arrival
63,4299,join_queue
63,4299,begin_service
64,4303,arrival
64,4303,join_queue
64,4303,begin_service
65,4326,arrival
65,4326,join_queue
61,4342,end_service
65,4342,begin_service
65,4402,end_service
66,4491,arrival
66,4491,join_queue
66,4491,begin_service
67,4503,arrival
67,4503,join_queue
68,4536,arrival
68,4536,join_queue
63,4537,end_service
67,4537,begin_service
69,4572,arrival
69,4572,join_queue
67,4597,end_service
68,4597,begin_service
64,4603,end_service
69,4603,begin_service
66,4617,end_service
70,4650,arrival
70,4650,join_queue
70,4650,begin_service
68,4657,end_service
69,4682,end_service
70,4710,end_service
71,4742,arrival
71,4742,join_queue
71,4742,begin_service
72,4868,arrival
72,4868,join_queue
72,4868,begin_service
73,4952,arrival
73,4952,join_queue
73,4952,begin_service
71,4979,end_service
73,5012,end_service
74,5036,arrival
74,5036,join_queue
74,5036,begin_service
75,5068,arrival
75,5068,join_queue
75,5068,begin_service
74,5096,end_service
76,5111,arrival
76,5111,join_queue
76,5111,begin_service
77,5112,arrival
77,5112,join_queue
75,5128,end_service
77,5128,begin_service
78,5139,arrival
78,5139,join_queue
79,5162,arrival
79,5162,join_queue
72,5168,end_service
78,5168,begin_service
80,5181,arrival
80,5181,join_queue
81,5191,arrival
81,5191,join_queue
76,5196,end_service
79,5196,begin_service
78,5228,end_service
80,5228,begin_service
77,5241,end_service
81,5241,begin_service
79,5256,end_service
82,5301,arrival
81,5301,end_service
82,5301,join_queue
82,5301,begin_service
80,5335,end_service
83,5370,arrival
83,5370,join_queue
83,5370,begin_service
82,5395,end_service
84,5412,arrival
84,5412,join_queue
84,5412,begin_service
85,5420,arrival
85,5420,join_queue
85,5420,begin_service
86,5474,arrival
86,5474,join_queue
85,5480,end_service
